Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,855.62,безналичный,Брест,МаксБанк-DLDG-906,31-01-2001,02:11:32,недостаточно средств,да,61.55
физ. лицо,списание средств,4937.42,безналичный,Минск,БелАгропромбанк-ZYNG-931,16-05-2004,18:13:07,недостаточно средств,да,307.83
физ. лицо,списание средств,2676.57,безналичный,Гродно,БелАгропромбанк-DGNB-613,17-12-2008,15:40:10,недостаточно средств,да,264.71
физ. лицо,списание средств,4805.85,наличный,Гомель,МаксБанк-HCWR-233,15-03-2024,04:11:17,недостаточно средств,нет,0.0
юр. лицо,списание средств,3435.41,безналичный,Могилев,Приорбанк-LHEB-483,25-04-2003,23:14:47,недостаточно средств,нет,0.0
физ. лицо,списание средств,896.48,безналичный,Витебск,Беларусбанк-GFBI-153,20-10-2017,01:05:05,недостаточно средств,нет,0.0
юр. лицо,списание средств,1237.71,наличный,Минск,Приорбанк-FYDX-766,22-07-2007,16:24:04,недостаточно средств,нет,0.0
физ. лицо,списание средств,1455.24,безналичный,Гродно,Приорбанк-FQTE-324,24-10-2020,10:34:03,недостаточно средств,да,88.96
юр. лицо,списание средств,3217.81,наличный,Могилев,Белинвестбанк-ELSN-332,11-05-2004,15:26:56,недостаточно средств,нет,0.0
юр. лицо,списание средств,4208.93,наличный,Витебск,МаксБанк-CHSE-504,15-06-2015,12:52:08,недостаточно средств,да,68.74
физ. лицо,списание средств,2313.3,безналичный,Минск,Приорбанк-TCZQ-271,11-05-2022,07:43:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,4131.16,наличный,Могилев,Приорбанк-DAOR-860,16-12-2005,18:22:43,недостаточно средств,да,170.77
юр. лицо,списание средств,2913.85,безналичный,Брест,Беларусбанк-XNEK-314,21-03-2019,02:51:55,недостаточно средств,нет,0.0
юр. лицо,списание средств,4937.93,безналичный,Витебск,Приорбанк-EILI-840,13-01-2016,03:58:35,недостаточно средств,нет,0.0
физ. лицо,списание средств,307.92,наличный,Минск,Беларусбанк-OBBF-385,14-11-2013,10:26:37,недостаточно средств,нет,0.0
юр. лицо,списание средств,3692.07,наличный,Витебск,БелАгропромбанк-LCNS-231,20-12-2003,12:25:36,недостаточно средств,да,275.87
физ. лицо,списание средств,1553.34,наличный,Могилев,Белинвестбанк-BOMK-402,21-10-2019,03:15:26,недостаточно средств,да,145.57
физ. лицо,списание средств,718.48,наличный,Брест,МаксБанк-CZJR-076,06-09-2021,16:01:55,недостаточно средств,нет,0.0
физ. лицо,списание средств,4338.26,наличный,Брест,БелАгропромбанк-QRRT-147,23-08-2001,13:02:29,недостаточно средств,да,170.42
юр. лицо,списание средств,909.78,безналичный,Гомель,Белинвестбанк-MTOQ-552,31-05-2018,03:56:37,недостаточно средств,да,81.3
юр. лицо,списание средств,2487.88,безналичный,Брест,Приорбанк-TJSZ-367,27-03-2003,02:25:08,недостаточно средств,да,207.18
физ. лицо,списание средств,1667.22,безналичный,Минск,БелАгропромбанк-ADDW-578,07-03-2018,11:01:26,недостаточно средств,да,78.83
юр. лицо,списание средств,1625.57,наличный,Брест,Беларусбанк-JWLI-216,25-05-2010,18:54:57,недостаточно средств,нет,0.0
физ. лицо,списание средств,2883.44,безналичный,Гродно,Белинвестбанк-CEMG-506,15-12-2005,21:47:18,недостаточно средств,да,259.2
физ. лицо,списание средств,2355.98,безналичный,Минск,Белинвестбанк-QNXM-269,04-04-2010,11:36:04,недостаточно средств,да,191.07
физ. лицо,списание средств,1055.69,безналичный,Гродно,МаксБанк-KRGL-838,27-05-2023,19:17:42,недостаточно средств,нет,0.0
юр. лицо,списание средств,4089.55,наличный,Гродно,МаксБанк-WEQY-756,03-05-2023,08:57:27,недостаточно средств,да,213.31
физ. лицо,списание средств,3826.37,наличный,Витебск,Приорбанк-IUHM-587,01-09-2006,12:58:05,недостаточно средств,да,137.77
юр. лицо,списание средств,1832.14,безналичный,Могилев,МаксБанк-DLJQ-116,22-08-2003,20:15:54,недостаточно средств,да,65.86
физ. лицо,списание средств,3549.87,безналичный,Брест,Беларусбанк-RFFI-053,10-10-2018,18:03:47,недостаточно средств,да,156.97
юр. лицо,списание средств,3964.31,наличный,Гомель,МаксБанк-UNDS-570,05-05-2000,00:46:45,недостаточно средств,нет,0.0
физ. лицо,списание средств,4033.93,безналичный,Брест,МаксБанк-YKNI-800,26-05-2001,10:02:56,недостаточно средств,нет,0.0
физ. лицо,списание средств,3922.95,безналичный,Гомель,Приорбанк-SJAU-084,19-08-2008,19:40:00,недостаточно средств,да,270.98
юр. лицо,списание средств,3468.37,наличный,Гродно,БелАгропромбанк-SRKY-011,15-12-2015,04:42:09,недостаточно средств,да,345.86
юр. лицо,списание средств,1702.18,наличный,Витебск,БелАгропромбанк-SYMB-476,01-05-2004,07:53:21,недостаточно средств,да,150.02
юр. лицо,списание средств,3412.64,наличный,Могилев,БелАгропромбанк-CAYM-663,24-11-2007,02:27:17,недостаточно средств,да,49.97
юр. лицо,списание средств,2305.04,безналичный,Минск,Беларусбанк-YIVY-593,13-03-2014,11:57:13,недостаточно средств,нет,0.0
физ. лицо,списание средств,2953.83,наличный,Гомель,МаксБанк-IXHO-260,15-08-2016,09:19:34,недостаточно средств,да,132.84
физ. лицо,списание средств,1277.76,наличный,Брест,Белинвестбанк-AXZF-969,06-11-2013,15:00:58,недостаточно средств,нет,0.0
физ. лицо,списание средств,4933.33,наличный,Витебск,БелАгропромбанк-SLVH-946,27-01-2022,23:33:24,недостаточно средств,да,303.49
физ. лицо,списание средств,1111.79,наличный,Могилев,БелАгропромбанк-BSLE-698,09-06-2013,04:04:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,2019.99,безналичный,Гомель,Приорбанк-RSNJ-888,04-06-2010,04:08:30,недостаточно средств,да,61.27
физ. лицо,списание средств,2088.22,наличный,Минск,БелАгропромбанк-ZTXM-371,10-01-2006,08:23:22,недостаточно средств,нет,0.0
юр. лицо,списание средств,2374.1,безналичный,Гродно,Приорбанк-ILLS-593,07-03-2018,04:22:29,недостаточно средств,нет,0.0
юр. лицо,списание средств,2407.32,наличный,Могилев,Приорбанк-YHGY-374,04-01-2010,18:18:26,недостаточно средств,да,186.14
физ. лицо,списание средств,2405.44,безналичный,Брест,Белинвестбанк-KMKG-652,12-07-2003,08:46:16,недостаточно средств,нет,0.0
юр. лицо,списание средств,471.7,безналичный,Брест,МаксБанк-BBGA-635,22-05-2000,19:16:50,недостаточно средств,да,25.3
юр. лицо,списание средств,2126.72,безналичный,Гомель,МаксБанк-GHXW-570,16-03-2009,23:34:42,недостаточно средств,нет,0.0
юр. лицо,списание средств,2189.08,наличный,Витебск,Беларусбанк-RZWJ-022,04-01-2008,03:06:52,недостаточно средств,да,166.99
юр. лицо,списание средств,2033.61,безналичный,Могилев,Белинвестбанк-IBIT-550,12-02-2019,07:55:12,недостаточно средств,нет,0.0
физ. лицо,списание средств,3298.17,наличный,Гродно,Белинвестбанк-PXKS-650,23-12-2006,00:48:55,недостаточно средств,нет,0.0
физ. лицо,списание средств,3693.24,наличный,Витебск,Белинвестбанк-ONID-853,09-02-2004,14:43:46,недостаточно средств,да,361.65
юр. лицо,списание средств,1266.05,наличный,Могилев,МаксБанк-KCOV-836,08-08-2014,21:36:18,недостаточно средств,да,25.86
юр. лицо,списание средств,2100.91,безналичный,Минск,БелАгропромбанк-ZCMO-466,14-06-2023,07:21:46,недостаточно средств,да,109.39
физ. лицо,списание средств,3030.14,безналичный,Минск,Беларусбанк-VVVX-517,12-05-2005,08:42:07,недостаточно средств,нет,0.0
юр. лицо,списание средств,4705.29,безналичный,Гродно,МаксБанк-CPVC-263,11-09-2003,20:30:07,недостаточно средств,нет,0.0
физ. лицо,списание средств,1162.01,наличный,Брест,БелАгропромбанк-NKST-311,09-09-2015,07:16:45,недостаточно средств,нет,0.0
физ. лицо,списание средств,1978.36,наличный,Гродно,Белинвестбанк-JDOP-939,07-10-2013,23:18:16,недостаточно средств,да,57.17
юр. лицо,списание средств,1113.69,наличный,Брест,МаксБанк-BQFX-708,14-09-2019,17:57:20,недостаточно средств,да,79.72
физ. лицо,списание средств,4648.55,безналичный,Брест,БелАгропромбанк-VEII-559,29-09-2004,12:06:52,недостаточно средств,нет,0.0
физ. лицо,списание средств,4919.85,наличный,Гомель,Беларусбанк-CAQK-945,19-03-2009,07:40:17,недостаточно средств,да,144.88
юр. лицо,списание средств,3363.88,наличный,Витебск,Белинвестбанк-ZZOK-870,14-04-2008,13:07:51,недостаточно средств,нет,0.0
юр. лицо,списание средств,1291.35,безналичный,Могилев,БелАгропромбанк-ETUM-750,07-01-2021,14:03:54,недостаточно средств,нет,0.0
физ. лицо,списание средств,4268.76,наличный,Могилев,БелАгропромбанк-EMCC-990,07-08-2013,04:03:58,недостаточно средств,нет,0.0
физ. лицо,списание средств,1198.61,безналичный,Могилев,Приорбанк-VIQT-763,27-09-2022,15:06:45,недостаточно средств,нет,0.0
юр. лицо,списание средств,282.67,наличный,Гродно,МаксБанк-FPZB-938,04-10-2009,14:21:56,недостаточно средств,да,27.61
юр. лицо,списание средств,4134.02,безналичный,Гродно,МаксБанк-JFJQ-950,15-05-2006,16:16:41,недостаточно средств,да,124.99
юр. лицо,списание средств,4661.76,безналичный,Гомель,Белинвестбанк-YTPY-019,06-02-2001,19:01:13,недостаточно средств,нет,0.0
физ. лицо,списание средств,526.4,безналичный,Витебск,БелАгропромбанк-KTPR-242,30-05-2008,19:02:08,недостаточно средств,нет,0.0
физ. лицо,списание средств,4186.12,наличный,Брест,Белинвестбанк-OCXD-504,26-04-2024,09:06:53,недостаточно средств,нет,0.0
физ. лицо,списание средств,4151.23,наличный,Брест,МаксБанк-MTEX-962,17-12-2009,16:41:27,недостаточно средств,да,51.23
физ. лицо,списание средств,3058.7,безналичный,Минск,Беларусбанк-EFCA-485,26-10-2019,01:38:24,недостаточно средств,да,261.56
физ. лицо,списание средств,4647.63,наличный,Гродно,Приорбанк-ZYPM-990,03-06-2020,08:59:01,недостаточно средств,да,215.39
юр. лицо,списание средств,3792.61,наличный,Минск,МаксБанк-KQPP-994,09-05-2016,17:30:38,недостаточно средств,нет,0.0
юр. лицо,списание средств,2524.0,безналичный,Гродно,Белинвестбанк-IQKN-855,20-05-2001,16:13:07,недостаточно средств,да,62.91
физ. лицо,списание средств,1023.62,безналичный,Витебск,Белинвестбанк-NIXM-118,08-05-2013,15:14:25,недостаточно средств,нет,0.0
физ. лицо,списание средств,1462.43,наличный,Гомель,БелАгропромбанк-KDSK-955,21-05-2022,06:02:44,недостаточно средств,нет,0.0
юр. лицо,списание средств,501.4,безналичный,Гомель,Беларусбанк-PSHX-533,10-03-2018,09:30:58,недостаточно средств,нет,0.0
юр. лицо,списание средств,500.52,безналичный,Брест,БелАгропромбанк-GJWQ-539,30-05-2011,00:06:26,недостаточно средств,нет,0.0
физ. лицо,списание средств,4993.86,наличный,Могилев,МаксБанк-SGZF-217,24-11-2019,23:05:04,недостаточно средств,да,291.9
физ. лицо,списание средств,101.28,наличный,Гродно,БелАгропромбанк-GOEV-261,13-04-2017,18:33:03,недостаточно средств,да,10.03
физ. лицо,списание средств,4877.42,безналичный,Витебск,Приорбанк-AVKN-591,18-10-2021,02:29:49,недостаточно средств,нет,0.0
физ. лицо,списание средств,1115.91,наличный,Гомель,БелАгропромбанк-BIYK-818,21-07-2022,17:49:02,недостаточно средств,нет,0.0
физ. лицо,списание средств,1804.33,безналичный,Гомель,Белинвестбанк-TFFS-453,05-06-2024,22:22:45,недостаточно средств,да,92.56
физ. лицо,списание средств,1245.95,безналичный,Гомель,МаксБанк-WKGY-078,25-12-2002,06:25:42,недостаточно средств,да,120.64
физ. лицо,списание средств,4595.54,наличный,Гродно,Приорбанк-URHU-434,26-12-2003,01:59:52,недостаточно средств,да,86.9
юр. лицо,списание средств,3769.62,наличный,Брест,Приорбанк-BFXN-373,13-03-2022,13:13:46,недостаточно средств,да,111.68
физ. лицо,списание средств,1990.39,безналичный,Минск,Беларусбанк-JTPW-116,10-08-2016,02:40:23,недостаточно средств,да,26.41
юр. лицо,списание средств,3286.38,безналичный,Минск,БелАгропромбанк-ZGFR-637,21-06-2014,09:36:33,недостаточно средств,нет,0.0
юр. лицо,списание средств,1253.94,безналичный,Брест,Беларусбанк-ORGM-794,30-04-2024,01:25:27,недостаточно средств,да,47.05
юр. лицо,списание средств,3336.24,наличный,Витебск,Беларусбанк-HRCA-506,29-04-2003,21:01:00,недостаточно средств,да,194.95
физ. лицо,списание средств,4427.93,безналичный,Гродно,МаксБанк-GSUN-641,14-10-2011,20:20:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,3182.12,наличный,Могилев,Беларусбанк-NNQA-181,03-01-2004,18:17:50,недостаточно средств,нет,0.0
физ. лицо,списание средств,2046.15,наличный,Гродно,БелАгропромбанк-CXOP-464,20-06-2015,18:48:23,недостаточно средств,да,178.43
юр. лицо,списание средств,683.82,наличный,Гродно,Приорбанк-MYPJ-712,14-05-2016,12:36:29,недостаточно средств,нет,0.0
юр. лицо,списание средств,1351.69,безналичный,Минск,Белинвестбанк-RNFE-091,06-06-2003,04:59:22,недостаточно средств,да,81.06
физ. лицо,списание средств,3855.19,безналичный,Минск,МаксБанк-CEBQ-525,01-01-2006,02:38:25,недостаточно средств,да,251.45
физ. лицо,списание средств,631.66,наличный,Гомель,Белинвестбанк-UYJO-573,03-08-2022,15:59:10,недостаточно средств,да,45.99
физ. лицо,списание средств,378.05,наличный,Брест,БелАгропромбанк-ZYNB-460,23-11-2022,10:19:09,недостаточно средств,да,34.96
физ. лицо,списание средств,1024.24,безналичный,Витебск,БелАгропромбанк-GTFW-512,13-02-2004,15:19:49,недостаточно средств,да,51.61
физ. лицо,списание средств,3983.16,наличный,Могилев,Беларусбанк-QOCY-039,27-09-2003,11:26:26,недостаточно средств,да,187.35
физ. лицо,списание средств,4609.08,безналичный,Могилев,МаксБанк-VUGL-613,16-03-2013,12:47:02,недостаточно средств,да,151.64
физ. лицо,списание средств,1798.45,безналичный,Гомель,МаксБанк-XZUI-028,26-08-2022,03:52:05,недостаточно средств,нет,0.0
юр. лицо,списание средств,4004.61,наличный,Витебск,БелАгропромбанк-HEQA-593,18-10-2018,08:58:05,недостаточно средств,нет,0.0
физ. лицо,списание средств,861.69,безналичный,Витебск,БелАгропромбанк-AYFP-590,21-06-2002,05:27:27,недостаточно средств,да,24.68
физ. лицо,списание средств,1541.07,безналичный,Гомель,Белинвестбанк-ULQG-045,21-11-2011,01:06:29,недостаточно средств,да,101.95
физ. лицо,списание средств,838.36,безналичный,Витебск,Белинвестбанк-SHVV-346,07-02-2012,05:00:11,недостаточно средств,нет,0.0
физ. лицо,списание средств,1640.93,наличный,Гродно,Приорбанк-VGSN-056,07-07-2024,22:54:10,недостаточно средств,нет,0.0
физ. лицо,списание средств,1367.92,наличный,Могилев,Белинвестбанк-SIHN-426,19-07-2014,22:35:37,недостаточно средств,нет,0.0
физ. лицо,списание средств,2356.71,наличный,Гомель,МаксБанк-ZKWG-210,10-03-2011,04:07:23,недостаточно средств,да,124.25
юр. лицо,списание средств,3834.99,наличный,Могилев,Беларусбанк-NVHL-057,07-04-2013,05:00:44,недостаточно средств,да,193.03
юр. лицо,списание средств,4774.84,наличный,Брест,Приорбанк-VBDR-698,18-02-2003,19:37:21,недостаточно средств,нет,0.0
юр. лицо,списание средств,3696.11,наличный,Брест,БелАгропромбанк-SDMY-372,20-08-2021,01:51:10,недостаточно средств,да,62.4
юр. лицо,списание средств,3378.83,наличный,Гомель,Беларусбанк-UDGG-400,12-10-2005,03:38:44,недостаточно средств,нет,0.0
юр. лицо,списание средств,4266.57,наличный,Минск,Белинвестбанк-GOFB-188,23-12-2018,07:49:43,недостаточно средств,нет,0.0
физ. лицо,списание средств,1926.48,безналичный,Гомель,Белинвестбанк-KEBE-412,28-05-2007,22:42:16,недостаточно средств,да,136.97
юр. лицо,списание средств,3793.8,наличный,Брест,Беларусбанк-GVKS-073,14-12-2008,00:54:52,недостаточно средств,нет,0.0
физ. лицо,списание средств,4534.01,наличный,Минск,Белинвестбанк-HHDO-792,02-02-2007,08:23:57,недостаточно средств,нет,0.0
физ. лицо,списание средств,2572.93,наличный,Могилев,БелАгропромбанк-AXYW-370,18-04-2020,00:20:47,недостаточно средств,нет,0.0
юр. лицо,списание средств,1664.74,наличный,Гомель,БелАгропромбанк-WCWT-677,15-02-2012,04:56:47,недостаточно средств,нет,0.0
физ. лицо,списание средств,4794.5,наличный,Могилев,МаксБанк-NFSX-248,19-07-2000,17:20:05,недостаточно средств,нет,0.0
физ. лицо,списание средств,2663.38,наличный,Витебск,Беларусбанк-PFMI-498,24-07-2008,22:15:53,недостаточно средств,да,233.7
физ. лицо,списание средств,1287.64,безналичный,Минск,Беларусбанк-XJCR-001,27-05-2014,15:37:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,1093.2,наличный,Брест,МаксБанк-HENG-676,20-07-2000,00:11:53,недостаточно средств,да,16.25
физ. лицо,списание средств,3427.4,безналичный,Минск,Белинвестбанк-AKVQ-630,01-10-2009,19:42:09,недостаточно средств,да,67.34
юр. лицо,списание средств,44.02,наличный,Гродно,Приорбанк-NGFX-690,23-06-2005,14:20:38,недостаточно средств,нет,0.0
физ. лицо,списание средств,1910.56,безналичный,Гродно,Беларусбанк-OEUG-879,05-01-2012,13:38:20,недостаточно средств,да,121.35
юр. лицо,списание средств,31.64,безналичный,Минск,Приорбанк-BJZN-374,13-05-2022,20:00:03,недостаточно средств,да,1.25
юр. лицо,списание средств,257.16,безналичный,Минск,Приорбанк-ARIV-739,19-02-2001,05:42:25,недостаточно средств,нет,0.0
юр. лицо,списание средств,4637.65,безналичный,Витебск,Беларусбанк-HEEA-388,26-03-2007,15:45:48,недостаточно средств,нет,0.0
физ. лицо,списание средств,4244.65,наличный,Витебск,Беларусбанк-DAKE-828,21-10-2008,18:46:10,недостаточно средств,да,193.88
физ. лицо,списание средств,3668.25,наличный,Брест,Приорбанк-OQXF-892,11-03-2024,06:58:39,недостаточно средств,нет,0.0
физ. лицо,списание средств,672.72,наличный,Витебск,Приорбанк-BYCQ-769,28-10-2006,03:33:20,недостаточно средств,нет,0.0
юр. лицо,списание средств,1514.6,безналичный,Гомель,БелАгропромбанк-DVMA-872,04-02-2002,13:01:25,недостаточно средств,да,88.41
физ. лицо,списание средств,2837.6,наличный,Гомель,Белинвестбанк-AXYC-156,12-11-2010,08:32:03,недостаточно средств,нет,0.0
физ. лицо,списание средств,1538.53,безналичный,Брест,Приорбанк-XEAM-134,31-08-2009,20:40:42,недостаточно средств,да,26.37
физ. лицо,списание средств,424.24,безналичный,Гродно,Беларусбанк-YXRJ-164,23-01-2021,07:12:19,недостаточно средств,да,19.6
физ. лицо,списание средств,3992.83,наличный,Гродно,Белинвестбанк-VSUQ-169,14-03-2004,15:09:14,недостаточно средств,да,339.26
физ. лицо,списание средств,255.03,наличный,Минск,Приорбанк-KKHM-514,10-06-2009,07:23:56,недостаточно средств,да,5.93
физ. лицо,списание средств,940.01,безналичный,Гродно,БелАгропромбанк-VJIT-558,15-07-2015,12:21:38,недостаточно средств,нет,0.0
юр. лицо,списание средств,3881.97,наличный,Минск,Белинвестбанк-UUNE-539,02-02-2018,15:33:54,недостаточно средств,да,215.09
физ. лицо,списание средств,2077.68,наличный,Брест,БелАгропромбанк-QNPZ-960,31-03-2014,12:49:22,недостаточно средств,нет,0.0
юр. лицо,списание средств,4237.69,наличный,Гродно,БелАгропромбанк-LRFG-923,11-02-2015,03:31:47,недостаточно средств,да,192.24
юр. лицо,списание средств,1209.73,безналичный,Могилев,Белинвестбанк-PZJK-072,15-04-2020,09:31:57,недостаточно средств,да,72.25
физ. лицо,списание средств,1152.18,безналичный,Гомель,МаксБанк-DWNB-641,20-07-2005,04:05:36,недостаточно средств,нет,0.0
физ. лицо,списание средств,3692.35,наличный,Брест,Беларусбанк-CZJJ-033,24-02-2000,05:38:06,недостаточно средств,нет,0.0
юр. лицо,списание средств,779.15,безналичный,Гомель,Белинвестбанк-ZIEC-490,21-02-2009,05:20:29,недостаточно средств,да,28.33
юр. лицо,списание средств,1347.08,безналичный,Гомель,БелАгропромбанк-KRUG-809,07-08-2012,16:01:53,недостаточно средств,нет,0.0
физ. лицо,списание средств,4813.05,безналичный,Минск,БелАгропромбанк-LTLP-414,22-12-2001,12:24:32,недостаточно средств,нет,0.0
юр. лицо,списание средств,2326.89,безналичный,Брест,БелАгропромбанк-VLGM-245,01-04-2001,16:53:10,недостаточно средств,да,45.09
юр. лицо,списание средств,2351.05,наличный,Витебск,БелАгропромбанк-RXWP-640,27-08-2003,13:08:47,недостаточно средств,да,182.93
физ. лицо,списание средств,2141.02,безналичный,Гродно,МаксБанк-WTYW-069,31-08-2004,08:34:30,недостаточно средств,нет,0.0
физ. лицо,списание средств,3957.64,безналичный,Брест,МаксБанк-WVWW-419,18-07-2007,11:15:17,недостаточно средств,нет,0.0
физ. лицо,списание средств,1602.17,безналичный,Гомель,Белинвестбанк-CEUC-228,03-04-2002,16:56:58,недостаточно средств,нет,0.0
физ. лицо,списание средств,4696.26,безналичный,Гродно,МаксБанк-ZOCH-318,02-08-2015,14:41:24,недостаточно средств,да,200.32
юр. лицо,списание средств,1814.71,наличный,Гомель,МаксБанк-NWOR-949,20-06-2000,11:50:09,недостаточно средств,нет,0.0
юр. лицо,списание средств,2792.62,безналичный,Гомель,Беларусбанк-WNSQ-299,20-12-2013,14:43:40,недостаточно средств,нет,0.0
юр. лицо,списание средств,4820.26,безналичный,Минск,Беларусбанк-BZQX-148,27-03-2020,05:33:24,недостаточно средств,нет,0.0
физ. лицо,списание средств,4940.95,наличный,Гомель,БелАгропромбанк-RLOK-441,19-06-2005,18:14:18,недостаточно средств,нет,0.0
физ. лицо,списание средств,3437.95,наличный,Гомель,Белинвестбанк-ASPQ-061,03-07-2007,10:49:28,недостаточно средств,нет,0.0
юр. лицо,списание средств,3166.71,наличный,Брест,Белинвестбанк-HPKE-261,20-09-2008,10:46:56,недостаточно средств,да,102.57
физ. лицо,списание средств,1074.91,безналичный,Брест,Приорбанк-EMAU-276,17-01-2020,02:33:22,недостаточно средств,нет,0.0
физ. лицо,списание средств,1961.54,наличный,Витебск,Беларусбанк-OKST-810,10-10-2016,04:47:06,недостаточно средств,нет,0.0
юр. лицо,списание средств,3248.39,наличный,Гомель,БелАгропромбанк-KHSR-768,27-10-2009,14:24:21,недостаточно средств,нет,0.0
физ. лицо,списание средств,2858.64,безналичный,Брест,МаксБанк-XYHC-832,02-02-2011,14:54:22,недостаточно средств,нет,0.0
юр. лицо,списание средств,2421.35,безналичный,Брест,МаксБанк-CRHS-350,02-04-2015,14:20:53,недостаточно средств,да,110.68
физ. лицо,списание средств,1931.05,наличный,Брест,Беларусбанк-FHQA-834,18-02-2003,14:05:14,недостаточно средств,нет,0.0
юр. лицо,списание средств,4454.69,безналичный,Могилев,Белинвестбанк-YGOQ-751,22-05-2006,16:10:03,недостаточно средств,да,425.21
юр. лицо,списание средств,3483.61,безналичный,Минск,Белинвестбанк-VQAZ-660,22-01-2014,07:36:01,недостаточно средств,да,87.03
физ. лицо,списание средств,4855.4,безналичный,Гомель,БелАгропромбанк-MAWN-043,04-11-2021,21:36:48,недостаточно средств,да,152.57
физ. лицо,списание средств,1175.27,наличный,Минск,МаксБанк-PCTC-580,03-11-2002,01:27:10,недостаточно средств,да,80.03
физ. лицо,списание средств,4779.43,безналичный,Могилев,БелАгропромбанк-JOIJ-390,01-10-2016,05:51:36,недостаточно средств,нет,0.0
физ. лицо,списание средств,2771.9,безналичный,Минск,Белинвестбанк-RMYI-716,25-06-2011,07:52:27,недостаточно средств,да,161.85
юр. лицо,списание средств,75.27,наличный,Гомель,МаксБанк-CAVM-000,22-07-2004,10:35:37,недостаточно средств,да,4.99
юр. лицо,списание средств,1578.69,безналичный,Могилев,Беларусбанк-OVGY-497,02-07-2014,01:16:05,недостаточно средств,нет,0.0
юр. лицо,списание средств,1448.72,безналичный,Брест,Приорбанк-ZFXX-287,27-09-2016,16:26:30,недостаточно средств,нет,0.0
юр. лицо,списание средств,4851.21,безналичный,Брест,МаксБанк-DXMW-319,29-12-2011,07:36:13,недостаточно средств,да,340.17
юр. лицо,списание средств,3308.59,наличный,Витебск,МаксБанк-WXQQ-182,17-07-2021,23:45:30,недостаточно средств,да,305.89
физ. лицо,списание средств,3461.0,наличный,Минск,Белинвестбанк-FKET-935,03-07-2003,03:30:21,недостаточно средств,нет,0.0
физ. лицо,списание средств,861.82,безналичный,Витебск,Приорбанк-RLWS-435,10-01-2017,05:41:09,недостаточно средств,да,82.55
физ. лицо,списание средств,3054.63,наличный,Брест,Белинвестбанк-RGXU-095,23-04-2018,19:27:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,732.38,наличный,Гродно,Приорбанк-INZL-374,30-11-2005,10:04:45,недостаточно средств,нет,0.0
юр. лицо,списание средств,2993.07,наличный,Минск,Беларусбанк-ZAPH-478,26-11-2014,03:04:57,недостаточно средств,да,126.26
физ. лицо,списание средств,2942.58,наличный,Гомель,Белинвестбанк-YOSI-311,24-04-2010,20:33:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,4451.46,наличный,Гродно,МаксБанк-VQVN-277,15-11-2016,20:32:27,недостаточно средств,нет,0.0
юр. лицо,списание средств,2204.23,наличный,Минск,БелАгропромбанк-HPFJ-424,28-03-2008,08:50:56,недостаточно средств,да,42.36
юр. лицо,списание средств,4506.53,наличный,Могилев,Приорбанк-VGST-223,16-10-2002,04:24:00,недостаточно средств,нет,0.0
физ. лицо,списание средств,1663.79,наличный,Гродно,Приорбанк-VYPK-762,15-10-2018,22:19:14,недостаточно средств,нет,0.0
юр. лицо,списание средств,183.0,безналичный,Гомель,Приорбанк-XXJV-905,12-03-2013,07:20:14,недостаточно средств,да,11.81
физ. лицо,списание средств,297.87,безналичный,Гродно,Приорбанк-EZSC-085,27-07-2012,16:50:29,недостаточно средств,нет,0.0
юр. лицо,списание средств,1290.84,безналичный,Минск,Белинвестбанк-GBRH-472,26-01-2007,07:33:47,недостаточно средств,да,123.28
физ. лицо,списание средств,2206.21,наличный,Могилев,Беларусбанк-UJWB-485,10-08-2011,17:31:13,недостаточно средств,да,130.51
юр. лицо,списание средств,3739.9,наличный,Гродно,Приорбанк-BSAE-847,13-11-2019,18:50:15,недостаточно средств,да,71.94
физ. лицо,списание средств,1663.36,безналичный,Могилев,МаксБанк-TYVM-013,25-07-2021,13:26:19,недостаточно средств,да,63.14
физ. лицо,списание средств,2727.97,наличный,Брест,Белинвестбанк-PULL-450,04-08-2024,09:14:40,недостаточно средств,нет,0.0
юр. лицо,списание средств,4570.82,безналичный,Витебск,Белинвестбанк-ELRG-280,02-05-2004,05:17:52,недостаточно средств,да,405.91
физ. лицо,списание средств,2309.69,безналичный,Витебск,БелАгропромбанк-SEDY-588,12-06-2008,17:40:44,недостаточно средств,нет,0.0
физ. лицо,списание средств,3144.99,безналичный,Брест,БелАгропромбанк-YTYC-692,16-11-2017,17:19:14,недостаточно средств,нет,0.0
физ. лицо,списание средств,4321.51,безналичный,Минск,Беларусбанк-LNHN-192,10-07-2002,16:22:36,недостаточно средств,да,304.03
физ. лицо,списание средств,127.68,безналичный,Брест,Беларусбанк-XWMD-740,30-05-2001,16:24:08,недостаточно средств,нет,0.0
юр. лицо,списание средств,28.41,наличный,Брест,Белинвестбанк-FJRL-362,15-04-2007,02:55:57,недостаточно средств,да,2.66
юр. лицо,списание средств,3149.22,наличный,Гродно,Приорбанк-UCEO-515,21-08-2015,15:39:29,недостаточно средств,нет,0.0
